,id,tweet,subtask_a,subtask_b,subtask_c
7194,78350, tell leader,NOT,,
7195,17130, despacito,NOT,,
7196,90499, grow pair m,NOT,,
7197,39205, twitter banned proud boys alex mcginnis antifa banned yet classified terrorist organization how happening you need something this,NOT,,
7198,98855,   glad hear jacob when ,NOT,,
7199,21707, amazing many people voted guilty proven innocent lots liberals voting poll obviously,NOT,,
7200,88576, what angry person  ,NOT,,
7201,27136,  is real,NOT,,
7202,66923,           we funloved watching eyes light w excitement used names asked questionsyeshe talking you,NOT,,
7203,90608,     yes included smoothing reserve put place conservatives knew next year year toughest five year cycle predictions proving correct,NOT,,
7204,19267, dumb kid,OFF,TIN,IND
7205,44903, i appalled considering hosting midget wrestling spectacle the word offensive occasion like perpetuate stereotypes around dwarfism hugely damaging dwarf community please think again,NOT,,
7206,11046,  corey booker try finger blast ass teenager maga walkaway ,OFF,TIN,IND
7207,22907,   means nothing your always dramatic none promises ever come true sure i still follow you im starting realize full crap,OFF,TIN,IND
7208,50204,putting faces deep state james okeefe  announces deep state investigation gateway eagle forum fantastic looking forward  conspiracynomore patriotswin trumptreason thetruthshallsetusfree maga wwgwga ,NOT,,
7209,65112, you are cuter tha me shhhh,OFF,TIN,IND
7210,85638, all poor conservatives going asking government handouts relief,NOT,,
7211,54898, rep maxine waters threatening violence president vise president how come permitted this is doj washington capital police sleeping why democrats law this crime ,OFF,TIN,GRP
7212,54549, drunk yearold tell us little character yearold let alone competency jurist but seems tad likely conservatives merely clarifying yet again law and order means using the law to reinforce a social order,OFF,TIN,IND
7213,63058,   glad ok,NOT,,
7214,80113, what expect hollyweeders aka hollywood liberals,NOT,,
7215,48784,  billion dollars lazy no its puerto ricans lazy corrupt the us cut pr loose entirely,NOT,,
7216,48951,    antigop he part trump party hoping pardon ripping hard working americans,OFF,TIN,IND
7217,41778, beautiful sexy ,OFF,TIN,IND
7218,48236,   no i dont know youin fact claim like bullshit imagine never enacted clean air regulations years ago usbut wait you dont have to imaginejust look air quality china thats pisses conservatives,OFF,TIN,GRP
7219,79987, he really different now or probably howard really know son he trust easily you earn trust get know real him i guess tony has times least fifteen thoughts varying ,NOT,,
7220,38880, i know here i like you lot but i left im going lose him not again,NOT,,
7221,56585, but why do hate us much well yes no for leftists yes do why because theyre leftists silly you either get program let tell  hate you with formerly conservative conservatives  no,NOT,,
7222,86029,   no looking job controversal she bitter,OFF,TIN,IND
7223,44987, because conservatism dying know is so going try everything power hold perception america look like despite fact americans centralistliberals,NOT,,
7224,30877,   i refuse acknowledge scampi nik nak nice spicy obscures sheer brilliantness,NOT,,
7225,81307, griffin thinks funny not shes disgusting pig,OFF,TIN,IND
7226,27296,       classic liberal projection accuse conservatives ,NOT,,
7227,73350,nowreading a human rights crisis via  ,NOT,,
7228,25180, regarding story i think im going kill president reporters never follow convicted felon could obtain case  guns whats police about would bring light gun control issue bias,OFF,TIN,IND
7229,94152, a whore mayor stealing money funded dems bash potus wtf country s power grid god knows theres enough  replace it,OFF,TIN,IND
7230,71376,                     follow everyone tweet we fight twitter and democrats,NOT,,
7231,32894, its like saying youre pale live north pole bitchass dipfuck,OFF,TIN,IND
7232,31931, no its horrible person,OFF,TIN,IND
7233,36397,   cooktragic this not good news either australian women palestine it ridiculous pretend otherwise our hope election successful or abysmal history women lnp continues he gentleman in culture ladies first,NOT,,
7234,91574,     itll lack range good olive oil cause mayhem,NOT,,
7235,22144,  even brother thinks monster ,OFF,UNT,
7236,86550, he hit lotto,OFF,TIN,IND
7237,18487, this incredible she demeaned stood herself i hope knows many support stand her she example women,NOT,,
7238,17031,  you love kneesyour used andy vanderbilt stop hater liar comes conservatives,NOT,,
7239,72124, where gun control crowd illegal immigrants waltzing country heavily armed,OFF,TIN,GRP
7240,17512, im still confounded amazed antifa wing wants new speech restrictions though ag isnt racist hack charge implementing interpreting them hes suing colleges discriminating white students w civil rights law cmon,NOT,,
7241,95451, i make sam new hair fabulous sign i person together,NOT,,
7242,65955, while wearing shirt promoting gun control,NOT,,
7243,81310, she allergic chocolate ,NOT,,
7244,73453, but antifa going shop now,NOT,,
7245,24590,     hahah left telling right making everything political fn funny,NOT,,
7246,47716, this women lose credibility empowered ohhhh me too these women liberals highjacked movement women really abused disgusting,OFF,TIN,GRP
7247,83556, she wrong tho some tunisians look like italians,NOT,,
7248,81401,  wheres mckenna she longer using twitter did defect conservatives,NOT,,
7249,83041, she radical far right kemp you refused pay attention people georgia want need that undoing,NOT,,
7250,57669,  i recall hearing maxine waters issue summons people get face republicans conservatives paybacks b aint it,NOT,,
7251,86326, yeah conservatives work real industries like coal mines oil rigs duhh,NOT,,
7252,74676, and right nottowatch,NOT,,
7253,24073,  usa antifa connecting philippines cppnpa vice versa president duterte informed this,NOT,,
7254,29698, he best they ended all,NOT,,
7255,20068,   he talking big o,NOT,,
7256,23219, the dems campaigning medicareforall gun control how falsehoods,NOT,,
7257,27662,  they rigged media post fake poles try discourage conservatives even voting bombshell working conservatives got work went vote ripped poor nwo apart been crying throwing tantrums ever since lies never stopped,NOT,,
7258,94142,  liberals mock president trumps skin color decapitated likeness they also threaten family even baron,OFF,TIN,GRP
7259,27502,    so misogynistic cause opinion different i guess makes bigot,OFF,TIN,IND
7260,97072, antifa log tosser ,NOT,,
7261,64524,  he stick sports liberals cant help themselves,NOT,,
7262,20789,  he is so good titus welliver jimmy o also responds whenever tag stuff i dont want bug,NOT,,
7263,46813, he is the best,NOT,,
7264,37517, death jeremy corbin means necessary ,OFF,TIN,IND
7265,13004,are cruz vs orourke debates ever going happen  tcot maga rednationrising,NOT,,
7266,36343, antifa one shit brains here worship queen needs toe cheese licked out ,OFF,TIN,IND
7267,15472, does guy even read bible ,NOT,,
7268,84140,    they support gun control,NOT,,
7269,79577,  know flanking muscle flashing ar educate close ck holryou know u r talking about,OFF,TIN,IND
7270,33114,  chuckle heads,NOT,,
7271,53784,  i agree intelligent i like latest policy sovereign wealth fund  something ive long supported but cut through someone like jo swinson would get party air time imo,OFF,TIN,IND
7272,89221, disappointed taylor serena wrong dont use gender disrespectful serena apologize winner amp ref,OFF,TIN,IND
7273,40348, most definitely im advocating playing either game just thinking aloud might play earlier,NOT,,
7274,82489, theyre abso shite quality tho,OFF,TIN,GRP
7275,38392,      she master twisting words that greatest skill,NOT,,
7276,12957,   divert defamewe voted get things donenot bc well mannered,NOT,,
7277,85092, so dissapointing this guy biggest hypocrite country embarrassing senator,OFF,TIN,IND
7278,89310,  she loves sailor moon course,NOT,,
7279,32366, forgiveness useless trapped trauma y maybe lets go illusion perfect world this cannot happen accept one responsible getting,NOT,,
7280,80348,  he senator trump president hes wrong,NOT,,
7281,42523, no prison time you youre going get mccained  deathpenalty treason pedogate maga qanon,OFF,TIN,IND
7282,93415,   it sounds like joe channeling conservatives whove attack liberals years is call transference,NOT,,
7283,58482, sounds like great ad gun control,NOT,,
7284,51452,it hard believe female accusersever againespecially liberals lie personal political gain ,OFF,TIN,GRP
7285,71211, he needs exact amount hanging rope,NOT,,
7286,76435, christians thinking women lie since eve start christianityconservatives give legislative judical teeth oppress women modern age kavanaugh kavanaughconfirmation metoo ,NOT,,
7287,46732, love voice get sound sexy strong barbiedreamsvideo,NOT,,
7288,85261,     sad trying pawn another rich rightwing type age increasing wealth disparity a price gouging pharma executive that after trump tried gut healthcare real replace repeal amp replace its slap face,NOT,,
7289,59307, dudewhat happened you messedup,NOT,,
7290,53870, ummm you one people shouldnt there ,OFF,TIN,IND
7291,49035,    does mom know twitter,NOT,,
7292,50121, idk u well must fuckin delicious corn chip someone misses dearly,OFF,UNT,
7293,88941, she damn cute def facial expressions,OFF,TIN,IND
7294,79993,    well i saw clicked bens link see blocked ive never heard before,NOT,,
7295,40418,   oh ok theyre liberalshadnt heard ,NOT,,
7296,31394,   yea right im nyc shes easy read dumb chameleon personality fits everywhere bc diff diff people,NOT,,
7297,29658, when theyre reviewing plays insufferable,NOT,,
7298,22707, hes beyond moron,OFF,TIN,IND
7299,95681, funny kerry know right standing president  ,NOT,,
7300,88365,     crushing pc player kbmouse controller fps unrealistic unless playing games first time using keyboard mouse first time,NOT,,
7301,24863, its interesting see hypocrisy liberals last year discovered hush fund congressional sexual scandals working government,OFF,TIN,OTH
7302,51044, lyingliberals usual put republican charge see quickly things improve hurricanemaria pulled veil liberals keeping people poverty stay power promising brighter day,OFF,UNT,
7303,56611, why would kerry want appear talking iranians there doubt trying talk waiting trump thats treason book feel think know better us policy us govt promoting book personal gain,NOT,,
7304,46988, not even close happened liar deflecting idiotic actions court looked,OFF,TIN,IND
